Abbreviation,TeamName,GridPosition,Position,ClassifiedPosition,Status,Points,Year,Race,Round,DNFType
RIC,RB,12.0,13.0,13,Finished,0.0,2024,Italian Grand Prix,16,Finished
OCO,Alpine,15.0,14.0,14,Lapped,0.0,2024,Italian Grand Prix,16,Finished
GAS,Alpine,14.0,15.0,15,Lapped,0.0,2024,Italian Grand Prix,16,Finished
BOT,Kick Sauber,19.0,16.0,16,Lapped,0.0,2024,Italian Grand Prix,16,Finished
HUL,Haas F1 Team,10.0,17.0,17,Lapped,0.0,2024,Italian Grand Prix,16,Finished
ZHO,Kick Sauber,20.0,18.0,18,Lapped,0.0,2024,Italian Grand Prix,16,Finished
STR,Aston Martin,17.0,19.0,19,Lapped,0.0,2024,Italian Grand Prix,16,Finished
TSU,RB,16.0,20.0,R,Retired,0.0,2024,Italian Grand Prix,16,CarDNF
PIA,McLaren,2.0,1.0,1,Finished,25.0,2024,Azerbaijan Grand Prix,17,Finished
LEC,Ferrari,1.0,2.0,2,Finished,18.0,2024,Azerbaijan Grand Prix,17,Finished
RUS,Mercedes,5.0,3.0,3,Finished,15.0,2024,Azerbaijan Grand Prix,17,Finished
NOR,McLaren,15.0,4.0,4,Finished,13.0,2024,Azerbaijan Grand Prix,17,Finished
VER,Red Bull Racing,6.0,5.0,5,Finished,10.0,2024,Azerbaijan Grand Prix,17,Finished
ALO,Aston Martin,7.0,6.0,6,Finished,8.0,2024,Azerbaijan Grand Prix,17,Finished
ALB,Williams,9.0,7.0,7,Finished,6.0,2024,Azerbaijan Grand Prix,17,Finished
COL,Williams,8.0,8.0,8,Finished,4.0,2024,Azerbaijan Grand Prix,17,Finished
HAM,Mercedes,19.0,9.0,9,Finished,2.0,2024,Azerbaijan Grand Prix,17,Finished
BEA,Haas F1 Team,10.0,10.0,10,Finished,1.0,2024,Azerbaijan Grand Prix,17,Finished
HUL,Haas F1 Team,12.0,11.0,11,Finished,0.0,2024,Azerbaijan Grand Prix,17,Finished
GAS,Alpine,18.0,12.0,12,Finished,0.0,2024,Azerbaijan Grand Prix,17,Finished
RIC,RB,14.0,13.0,13,Finished,0.0,2024,Azerbaijan Grand Prix,17,Finished
ZHO,Kick Sauber,17.0,14.0,14,Finished,0.0,2024,Azerbaijan Grand Prix,17,Finished
OCO,Alpine,20.0,15.0,15,Lapped,0.0,2024,Azerbaijan Grand Prix,17,Finished
BOT,Kick Sauber,16.0,16.0,16,Lapped,0.0,2024,Azerbaijan Grand Prix,17,Finished
PER,Red Bull Racing,4.0,17.0,17,Retired,0.0,2024,Azerbaijan Grand Prix,17,CarDNF
SAI,Ferrari,3.0,18.0,18,Retired,0.0,2024,Azerbaijan Grand Prix,17,CarDNF
STR,Aston Martin,13.0,19.0,19,Retired,0.0,2024,Azerbaijan Grand Prix,17,CarDNF
TSU,RB,11.0,20.0,R,Retired,0.0,2024,Azerbaijan Grand Prix,17,CarDNF
NOR,McLaren,1.0,1.0,1,Finished,25.0,2024,Singapore Grand Prix,18,Finished
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2024,Singapore Grand Prix,18,Finished
PIA,McLaren,5.0,3.0,3,Finished,15.0,2024,Singapore Grand Prix,18,Finished
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2024,Singapore Grand Prix,18,Finished
LEC,Ferrari,9.0,5.0,5,Finished,10.0,2024,Singapore Grand Prix,18,Finished
HAM,Mercedes,3.0,6.0,6,Finished,8.0,2024,Singapore Grand Prix,18,Finished
SAI,Ferrari,10.0,7.0,7,Finished,6.0,2024,Singapore Grand Prix,18,Finished
ALO,Aston Martin,7.0,8.0,8,Lapped,4.0,2024,Singapore Grand Prix,18,Finished
HUL,Haas F1 Team,6.0,9.0,9,Lapped,2.0,2024,Singapore Grand Prix,18,Finished
PER,Red Bull Racing,13.0,10.0,10,Lapped,1.0,2024,Singapore Grand Prix,18,Finished
COL,Williams,12.0,11.0,11,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
TSU,RB,8.0,12.0,12,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
OCO,Alpine,15.0,13.0,13,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
STR,Aston Martin,17.0,14.0,14,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
ZHO,Kick Sauber,20.0,15.0,15,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
BOT,Kick Sauber,19.0,16.0,16,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
GAS,Alpine,18.0,17.0,17,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
RIC,RB,16.0,18.0,18,Lapped,0.0,2024,Singapore Grand Prix,18,Finished
MAG,Haas F1 Team,14.0,19.0,19,Retired,0.0,2024,Singapore Grand Prix,18,CarDNF
ALB,Williams,11.0,20.0,R,Retired,0.0,2024,Singapore Grand Prix,18,CarDNF
LEC,Ferrari,4.0,1.0,1,Finished,25.0,2024,United States Grand Prix,19,Finished
SAI,Ferrari,3.0,2.0,2,Finished,18.0,2024,United States Grand Prix,19,Finished
VER,Red Bull Racing,2.0,3.0,3,Finished,15.0,2024,United States Grand Prix,19,Finished
NOR,McLaren,1.0,4.0,4,Finished,12.0,2024,United States Grand Prix,19,Finished
PIA,McLaren,5.0,5.0,5,Finished,10.0,2024,United States Grand Prix,19,Finished
RUS,Mercedes,20.0,6.0,6,Finished,8.0,2024,United States Grand Prix,19,Finished
PER,Red Bull Racing,9.0,7.0,7,Finished,6.0,2024,United States Grand Prix,19,Finished
HUL,Haas F1 Team,11.0,8.0,8,Finished,4.0,2024,United States Grand Prix,19,Finished
LAW,RB,19.0,9.0,9,Finished,2.0,2024,United States Grand Prix,19,Finished
COL,Williams,15.0,10.0,10,Finished,1.0,2024,United States Grand Prix,19,Finished
MAG,Haas F1 Team,8.0,11.0,11,Finished,0.0,2024,United States Grand Prix,19,Finished
GAS,Alpine,6.0,12.0,12,Finished,0.0,2024,United States Grand Prix,19,Finished
ALO,Aston Martin,7.0,13.0,13,Lapped,0.0,2024,United States Grand Prix,19,Finished
TSU,RB,10.0,14.0,14,Lapped,0.0,2024,United States Grand Prix,19,Finished
STR,Aston Martin,13.0,15.0,15,Lapped,0.0,2024,United States Grand Prix,19,Finished
ALB,Williams,14.0,16.0,16,Lapped,0.0,2024,United States Grand Prix,19,Finished
BOT,Kick Sauber,16.0,17.0,17,Lapped,0.0,2024,United States Grand Prix,19,Finished
OCO,Alpine,12.0,18.0,18,Lapped,0.0,2024,United States Grand Prix,19,Finished
ZHO,Kick Sauber,18.0,19.0,19,Lapped,0.0,2024,United States Grand Prix,19,Finished
HAM,Mercedes,17.0,20.0,R,Retired,0.0,2024,United States Grand Prix,19,CarDNF
SAI,Ferrari,1.0,1.0,1,Finished,25.0,2024,Mexico City Grand Prix,20,Finished
NOR,McLaren,3.0,2.0,2,Finished,18.0,2024,Mexico City Grand Prix,20,Finished
LEC,Ferrari,4.0,3.0,3,Finished,16.0,2024,Mexico City Grand Prix,20,Finished
HAM,Mercedes,6.0,4.0,4,Finished,12.0,2024,Mexico City Grand Prix,20,Finished
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2024,Mexico City Grand Prix,20,Finished
VER,Red Bull Racing,2.0,6.0,6,Finished,8.0,2024,Mexico City Grand Prix,20,Finished
MAG,Haas F1 Team,7.0,7.0,7,Finished,6.0,2024,Mexico City Grand Prix,20,Finished
PIA,McLaren,17.0,8.0,8,Finished,4.0,2024,Mexico City Grand Prix,20,Finished
HUL,Haas F1 Team,10.0,9.0,9,Lapped,2.0,2024,Mexico City Grand Prix,20,Finished
GAS,Alpine,8.0,10.0,10,Lapped,1.0,2024,Mexico City Grand Prix,20,Finished
STR,Aston Martin,14.0,11.0,11,Lapped,0.0,2024,Mexico City Grand Prix,20,Finished
COL,Williams,16.0,12.0,12,Lapped,0.0,2024,Mexico City Grand Prix,20,Finished
OCO,Alpine,0.0,13.0,13,Lapped,0.0,2024,Mexico City Grand Prix,20,Finished
BOT,Kick Sauber,15.0,14.0,14,Lapped,0.0,2024,Mexico City Grand Prix,20,Finished
ZHO,Kick Sauber,19.0,15.0,15,Lapped,0.0,2024,Mexico City Grand Prix,20,Finished
LAW,RB,12.0,16.0,16,Lapped,0.0,2024,Mexico City Grand Prix,20,Finished
PER,Red Bull Racing,18.0,17.0,17,Lapped,0.0,2024,Mexico City Grand Prix,20,Finished
ALO,Aston Martin,13.0,18.0,R,Retired,0.0,2024,Mexico City Grand Prix,20,CarDNF
ALB,Williams,9.0,19.0,R,Retired,0.0,2024,Mexico City Grand Prix,20,CarDNF
TSU,RB,11.0,20.0,R,Retired,0.0,2024,Mexico City Grand Prix,20,CarDNF
VER,Red Bull Racing,17.0,1.0,1,Finished,26.0,2024,São Paulo Grand Prix,21,Finished
OCO,Alpine,4.0,2.0,2,Finished,18.0,2024,São Paulo Grand Prix,21,Finished
GAS,Alpine,13.0,3.0,3,Finished,15.0,2024,São Paulo Grand Prix,21,Finished
RUS,Mercedes,2.0,4.0,4,Finished,12.0,2024,São Paulo Grand Prix,21,Finished
LEC,Ferrari,6.0,5.0,5,Finished,10.0,2024,São Paulo Grand Prix,21,Finished
NOR,McLaren,1.0,6.0,6,Finished,8.0,2024,São Paulo Grand Prix,21,Finished
TSU,RB,3.0,7.0,7,Finished,6.0,2024,São Paulo Grand Prix,21,Finished
PIA,McLaren,8.0,8.0,8,Finished,4.0,2024,São Paulo Grand Prix,21,Finished
LAW,RB,5.0,9.0,9,Finished,2.0,2024,São Paulo Grand Prix,21,Finished
HAM,Mercedes,14.0,10.0,10,Finished,1.0,2024,São Paulo Grand Prix,21,Finished
PER,Red Bull Racing,12.0,11.0,11,Finished,0.0,2024,São Paulo Grand Prix,21,Finished
BEA,Haas F1 Team,15.0,12.0,12,Finished,0.0,2024,São Paulo Grand Prix,21,Finished
BOT,Kick Sauber,11.0,13.0,13,Finished,0.0,2024,São Paulo Grand Prix,21,Finished
ALO,Aston Martin,9.0,14.0,14,Finished,0.0,2024,São Paulo Grand Prix,21,Finished
ZHO,Kick Sauber,19.0,15.0,15,Finished,0.0,2024,São Paulo Grand Prix,21,Finished
SAI,Ferrari,20.0,16.0,R,Retired,0.0,2024,São Paulo Grand Prix,21,CarDNF
COL,Williams,16.0,17.0,R,Retired,0.0,2024,São Paulo Grand Prix,21,CarDNF
ALB,Williams,7.0,18.0,W,Did not start,0.0,2024,São Paulo Grand Prix,21,CarDNF
STR,Aston Martin,10.0,19.0,W,Did not start,0.0,2024,São Paulo Grand Prix,21,CarDNF
HUL,Haas F1 Team,18.0,20.0,D,Disqualified,0.0,2024,São Paulo Grand Prix,21,DriverDNF
RUS,Mercedes,1.0,1.0,1,Finished,25.0,2024,Las Vegas Grand Prix,22,Finished
HAM,Mercedes,10.0,2.0,2,Finished,18.0,2024,Las Vegas Grand Prix,22,Finished
SAI,Ferrari,2.0,3.0,3,Finished,15.0,2024,Las Vegas Grand Prix,22,Finished
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2024,Las Vegas Grand Prix,22,Finished
VER,Red Bull Racing,5.0,5.0,5,Finished,10.0,2024,Las Vegas Grand Prix,22,Finished
NOR,McLaren,6.0,6.0,6,Finished,9.0,2024,Las Vegas Grand Prix,22,Finished
PIA,McLaren,8.0,7.0,7,Finished,6.0,2024,Las Vegas Grand Prix,22,Finished
HUL,Haas F1 Team,9.0,8.0,8,Finished,4.0,2024,Las Vegas Grand Prix,22,Finished
TSU,RB,7.0,9.0,9,Finished,2.0,2024,Las Vegas Grand Prix,22,Finished
PER,Red Bull Racing,15.0,10.0,10,Finished,1.0,2024,Las Vegas Grand Prix,22,Finished
ALO,Aston Martin,16.0,11.0,11,Finished,0.0,2024,Las Vegas Grand Prix,22,Finished
MAG,Haas F1 Team,12.0,12.0,12,Finished,0.0,2024,Las Vegas Grand Prix,22,Finished
ZHO,Kick Sauber,13.0,13.0,13,Finished,0.0,2024,Las Vegas Grand Prix,22,Finished
COL,Williams,20.0,14.0,14,Finished,0.0,2024,Las Vegas Grand Prix,22,Finished
STR,Aston Martin,18.0,15.0,15,Finished,0.0,2024,Las Vegas Grand Prix,22,Finished
LAW,RB,14.0,16.0,16,Finished,0.0,2024,Las Vegas Grand Prix,22,Finished
OCO,Alpine,11.0,17.0,17,Lapped,0.0,2024,Las Vegas Grand Prix,22,Finished
BOT,Kick Sauber,19.0,18.0,18,Lapped,0.0,2024,Las Vegas Grand Prix,22,Finished
ALB,Williams,17.0,19.0,R,Retired,0.0,2024,Las Vegas Grand Prix,22,CarDNF
GAS,Alpine,3.0,20.0,R,Retired,0.0,2024,Las Vegas Grand Prix,22,CarDNF
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2024,Qatar Grand Prix,23,Finished
LEC,Ferrari,5.0,2.0,2,Finished,18.0,2024,Qatar Grand Prix,23,Finished
PIA,McLaren,4.0,3.0,3,Finished,15.0,2024,Qatar Grand Prix,23,Finished
RUS,Mercedes,1.0,4.0,4,Finished,12.0,2024,Qatar Grand Prix,23,Finished
GAS,Alpine,11.0,5.0,5,Finished,10.0,2024,Qatar Grand Prix,23,Finished
SAI,Ferrari,7.0,6.0,6,Finished,8.0,2024,Qatar Grand Prix,23,Finished
ALO,Aston Martin,8.0,7.0,7,Finished,6.0,2024,Qatar Grand Prix,23,Finished
ZHO,Kick Sauber,12.0,8.0,8,Finished,4.0,2024,Qatar Grand Prix,23,Finished
MAG,Haas F1 Team,10.0,9.0,9,Finished,2.0,2024,Qatar Grand Prix,23,Finished
NOR,McLaren,3.0,10.0,10,Finished,2.0,2024,Qatar Grand Prix,23,Finished
BOT,Kick Sauber,13.0,11.0,11,Finished,0.0,2024,Qatar Grand Prix,23,Finished
HAM,Mercedes,6.0,12.0,12,Finished,0.0,2024,Qatar Grand Prix,23,Finished
TSU,RB,14.0,13.0,13,Finished,0.0,2024,Qatar Grand Prix,23,Finished
LAW,RB,17.0,14.0,14,Finished,0.0,2024,Qatar Grand Prix,23,Finished
ALB,Williams,16.0,15.0,15,Lapped,0.0,2024,Qatar Grand Prix,23,Finished
HUL,Haas F1 Team,18.0,16.0,R,Retired,0.0,2024,Qatar Grand Prix,23,CarDNF
PER,Red Bull Racing,9.0,17.0,R,Retired,0.0,2024,Qatar Grand Prix,23,CarDNF
STR,Aston Martin,15.0,18.0,R,Retired,0.0,2024,Qatar Grand Prix,23,CarDNF
COL,Williams,19.0,19.0,R,Retired,0.0,2024,Qatar Grand Prix,23,CarDNF
OCO,Alpine,20.0,20.0,R,Retired,0.0,2024,Qatar Grand Prix,23,CarDNF
NOR,McLaren,1.0,1.0,1,Finished,25.0,2024,Abu Dhabi Grand Prix,24,Finished
SAI,Ferrari,3.0,2.0,2,Finished,18.0,2024,Abu Dhabi Grand Prix,24,Finished
LEC,Ferrari,19.0,3.0,3,Finished,15.0,2024,Abu Dhabi Grand Prix,24,Finished
HAM,Mercedes,16.0,4.0,4,Finished,12.0,2024,Abu Dhabi Grand Prix,24,Finished
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2024,Abu Dhabi Grand Prix,24,Finished
VER,Red Bull Racing,4.0,6.0,6,Finished,8.0,2024,Abu Dhabi Grand Prix,24,Finished
GAS,Alpine,5.0,7.0,7,Finished,6.0,2024,Abu Dhabi Grand Prix,24,Finished
HUL,Haas F1 Team,7.0,8.0,8,Finished,4.0,2024,Abu Dhabi Grand Prix,24,Finished
ALO,Aston Martin,8.0,9.0,9,Finished,2.0,2024,Abu Dhabi Grand Prix,24,Finished
PIA,McLaren,2.0,10.0,10,Finished,1.0,2024,Abu Dhabi Grand Prix,24,Finished
ALB,Williams,18.0,11.0,11,Lapped,0.0,2024,Abu Dhabi Grand Prix,24,Finished
TSU,RB,11.0,12.0,12,Lapped,0.0,2024,Abu Dhabi Grand Prix,24,Finished
ZHO,Kick Sauber,15.0,13.0,13,Lapped,0.0,2024,Abu Dhabi Grand Prix,24,Finished
STR,Aston Martin,13.0,14.0,14,Lapped,0.0,2024,Abu Dhabi Grand Prix,24,Finished
DOO,Alpine,17.0,15.0,15,Lapped,0.0,2024,Abu Dhabi Grand Prix,24,Finished
MAG,Haas F1 Team,14.0,16.0,16,Lapped,0.0,2024,Abu Dhabi Grand Prix,24,Finished
LAW,RB,12.0,17.0,17,Retired,0.0,2024,Abu Dhabi Grand Prix,24,CarDNF
BOT,Kick Sauber,9.0,18.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24,CarDNF
COL,Williams,20.0,19.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24,CarDNF
PER,Red Bull Racing,10.0,20.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24,CarDNF
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Australian Grand Prix,1,Finished
VER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2025,Australian Grand Prix,1,Finished
RUS,Mercedes,4.0,3.0,3,Finished,15.0,2025,Australian Grand Prix,1,Finished
ANT,Mercedes,16.0,4.0,4,Finished,12.0,2025,Australian Grand Prix,1,Finished
ALB,Williams,6.0,5.0,5,Finished,10.0,2025,Australian Grand Prix,1,Finished
STR,Aston Martin,13.0,6.0,6,Finished,8.0,2025,Australian Grand Prix,1,Finished
HUL,Kick Sauber,17.0,7.0,7,Finished,6.0,2025,Australian Grand Prix,1,Finished
LEC,Ferrari,7.0,8.0,8,Finished,4.0,2025,Australian Grand Prix,1,Finished
PIA,McLaren,2.0,9.0,9,Finished,2.0,2025,Australian Grand Prix,1,Finished
HAM,Ferrari,8.0,10.0,10,Finished,1.0,2025,Australian Grand Prix,1,Finished
GAS,Alpine,9.0,11.0,11,Finished,0.0,2025,Australian Grand Prix,1,Finished
TSU,Racing Bulls,5.0,12.0,12,Finished,0.0,2025,Australian Grand Prix,1,Finished
OCO,Haas F1 Team,19.0,13.0,13,Finished,0.0,2025,Australian Grand Prix,1,Finished
BEA,Haas F1 Team,20.0,14.0,14,Finished,0.0,2025,Australian Grand Prix,1,Finished
LAW,Red Bull Racing,18.0,15.0,R,Retired,0.0,2025,Australian Grand Prix,1,CarDNF
BOR,Kick Sauber,15.0,16.0,R,Retired,0.0,2025,Australian Grand Prix,1,CarDNF
ALO,Aston Martin,12.0,17.0,R,Retired,0.0,2025,Australian Grand Prix,1,CarDNF
SAI,Williams,10.0,18.0,R,Retired,0.0,2025,Australian Grand Prix,1,CarDNF
DOO,Alpine,14.0,19.0,R,Retired,0.0,2025,Australian Grand Prix,1,CarDNF
HAD,Racing Bulls,11.0,20.0,R,Retired,0.0,2025,Australian Grand Prix,1,CarDNF
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Chinese Grand Prix,2,Finished
NOR,McLaren,3.0,2.0,2,Finished,18.0,2025,Chinese Grand Prix,2,Finished
RUS,Mercedes,2.0,3.0,3,Finished,15.0,2025,Chinese Grand Prix,2,Finished
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Chinese Grand Prix,2,Finished
OCO,Haas F1 Team,11.0,5.0,5,Finished,10.0,2025,Chinese Grand Prix,2,Finished
ANT,Mercedes,8.0,6.0,6,Finished,8.0,2025,Chinese Grand Prix,2,Finished
ALB,Williams,10.0,7.0,7,Finished,6.0,2025,Chinese Grand Prix,2,Finished
BEA,Haas F1 Team,17.0,8.0,8,Finished,4.0,2025,Chinese Grand Prix,2,Finished
STR,Aston Martin,14.0,9.0,9,Finished,2.0,2025,Chinese Grand Prix,2,Finished
SAI,Williams,15.0,10.0,10,Finished,1.0,2025,Chinese Grand Prix,2,Finished
HAD,Racing Bulls,7.0,11.0,11,Finished,0.0,2025,Chinese Grand Prix,2,Finished
LAW,Red Bull Racing,20.0,12.0,12,Finished,0.0,2025,Chinese Grand Prix,2,Finished
DOO,Alpine,18.0,13.0,13,Finished,0.0,2025,Chinese Grand Prix,2,Finished
BOR,Kick Sauber,19.0,14.0,14,Lapped,0.0,2025,Chinese Grand Prix,2,Finished
HUL,Kick Sauber,12.0,15.0,15,Lapped,0.0,2025,Chinese Grand Prix,2,Finished
TSU,Racing Bulls,9.0,16.0,16,Lapped,0.0,2025,Chinese Grand Prix,2,Finished
ALO,Aston Martin,13.0,17.0,R,Retired,0.0,2025,Chinese Grand Prix,2,CarDNF
LEC,Ferrari,6.0,18.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2,DriverDNF
HAM,Ferrari,5.0,19.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2,DriverDNF
GAS,Alpine,16.0,20.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2,DriverDNF
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Japanese Grand Prix,3,Finished
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Japanese Grand Prix,3,Finished
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Japanese Grand Prix,3,Finished
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2025,Japanese Grand Prix,3,Finished
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2025,Japanese Grand Prix,3,Finished
ANT,Mercedes,6.0,6.0,6,Finished,8.0,2025,Japanese Grand Prix,3,Finished
HAM,Ferrari,8.0,7.0,7,Finished,6.0,2025,Japanese Grand Prix,3,Finished
HAD,Racing Bulls,7.0,8.0,8,Finished,4.0,2025,Japanese Grand Prix,3,Finished
ALB,Williams,9.0,9.0,9,Finished,2.0,2025,Japanese Grand Prix,3,Finished
BEA,Haas F1 Team,10.0,10.0,10,Finished,1.0,2025,Japanese Grand Prix,3,Finished
ALO,Aston Martin,12.0,11.0,11,Finished,0.0,2025,Japanese Grand Prix,3,Finished
TSU,Red Bull Racing,14.0,12.0,12,Finished,0.0,2025,Japanese Grand Prix,3,Finished
GAS,Alpine,11.0,13.0,13,Finished,0.0,2025,Japanese Grand Prix,3,Finished
SAI,Williams,15.0,14.0,14,Finished,0.0,2025,Japanese Grand Prix,3,Finished
DOO,Alpine,19.0,15.0,15,Finished,0.0,2025,Japanese Grand Prix,3,Finished
HUL,Kick Sauber,16.0,16.0,16,Finished,0.0,2025,Japanese Grand Prix,3,Finished
LAW,Racing Bulls,13.0,17.0,17,Finished,0.0,2025,Japanese Grand Prix,3,Finished
OCO,Haas F1 Team,18.0,18.0,18,Finished,0.0,2025,Japanese Grand Prix,3,Finished
BOR,Kick Sauber,17.0,19.0,19,Finished,0.0,2025,Japanese Grand Prix,3,Finished
STR,Aston Martin,20.0,20.0,20,Lapped,0.0,2025,Japanese Grand Prix,3,Finished
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Bahrain Grand Prix,4,Finished
RUS,Mercedes,3.0,2.0,2,Finished,18.0,2025,Bahrain Grand Prix,4,Finished
NOR,McLaren,6.0,3.0,3,Finished,15.0,2025,Bahrain Grand Prix,4,Finished
LEC,Ferrari,2.0,4.0,4,Finished,12.0,2025,Bahrain Grand Prix,4,Finished
HAM,Ferrari,9.0,5.0,5,Finished,10.0,2025,Bahrain Grand Prix,4,Finished
VER,Red Bull Racing,7.0,6.0,6,Finished,8.0,2025,Bahrain Grand Prix,4,Finished
GAS,Alpine,4.0,7.0,7,Finished,6.0,2025,Bahrain Grand Prix,4,Finished
OCO,Haas F1 Team,14.0,8.0,8,Finished,4.0,2025,Bahrain Grand Prix,4,Finished
TSU,Red Bull Racing,10.0,9.0,9,Finished,2.0,2025,Bahrain Grand Prix,4,Finished
BEA,Haas F1 Team,20.0,10.0,10,Finished,1.0,2025,Bahrain Grand Prix,4,Finished
ANT,Mercedes,5.0,11.0,11,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
ALB,Williams,15.0,12.0,12,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
HAD,Racing Bulls,12.0,13.0,13,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
DOO,Alpine,11.0,14.0,14,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
ALO,Aston Martin,13.0,15.0,15,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
LAW,Racing Bulls,17.0,16.0,16,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
STR,Aston Martin,19.0,17.0,17,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
BOR,Kick Sauber,18.0,18.0,18,Finished,0.0,2025,Bahrain Grand Prix,4,Finished
SAI,Williams,8.0,19.0,R,Retired,0.0,2025,Bahrain Grand Prix,4,CarDNF
HUL,Kick Sauber,16.0,20.0,D,Disqualified,0.0,2025,Bahrain Grand Prix,4,DriverDNF
PIA,McLaren,2.0,1.0,1,Finished,25.0,2025,Saudi Arabian Grand Prix,5,Finished
VER,Red Bull Racing,1.0,2.0,2,Finished,18.0,2025,Saudi Arabian Grand Prix,5,Finished
LEC,Ferrari,4.0,3.0,3,Finished,15.0,2025,Saudi Arabian Grand Prix,5,Finished
NOR,McLaren,10.0,4.0,4,Finished,12.0,2025,Saudi Arabian Grand Prix,5,Finished
RUS,Mercedes,3.0,5.0,5,Finished,10.0,2025,Saudi Arabian Grand Prix,5,Finished
ANT,Mercedes,5.0,6.0,6,Finished,8.0,2025,Saudi Arabian Grand Prix,5,Finished
HAM,Ferrari,7.0,7.0,7,Finished,6.0,2025,Saudi Arabian Grand Prix,5,Finished
SAI,Williams,6.0,8.0,8,Finished,4.0,2025,Saudi Arabian Grand Prix,5,Finished
ALB,Williams,11.0,9.0,9,Finished,2.0,2025,Saudi Arabian Grand Prix,5,Finished
HAD,Racing Bulls,14.0,10.0,10,Finished,1.0,2025,Saudi Arabian Grand Prix,5,Finished
ALO,Aston Martin,13.0,11.0,11,Finished,0.0,2025,Saudi Arabian Grand Prix,5,Finished
LAW,Racing Bulls,12.0,12.0,12,Finished,0.0,2025,Saudi Arabian Grand Prix,5,Finished
BEA,Haas F1 Team,15.0,13.0,13,Finished,0.0,2025,Saudi Arabian Grand Prix,5,Finished
OCO,Haas F1 Team,19.0,14.0,14,Finished,0.0,2025,Saudi Arabian Grand Prix,5,Finished
HUL,Kick Sauber,18.0,15.0,15,Lapped,0.0,2025,Saudi Arabian Grand Prix,5,Finished
STR,Aston Martin,16.0,16.0,16,Lapped,0.0,2025,Saudi Arabian Grand Prix,5,Finished
DOO,Alpine,17.0,17.0,17,Lapped,0.0,2025,Saudi Arabian Grand Prix,5,Finished
BOR,Kick Sauber,20.0,18.0,18,Lapped,0.0,2025,Saudi Arabian Grand Prix,5,Finished
TSU,Red Bull Racing,8.0,19.0,R,Retired,0.0,2025,Saudi Arabian Grand Prix,5,CarDNF
GAS,Alpine,9.0,20.0,R,Retired,0.0,2025,Saudi Arabian Grand Prix,5,CarDNF
PIA,McLaren,4.0,1.0,1,Finished,25.0,2025,Miami Grand Prix,6,Finished
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Miami Grand Prix,6,Finished
RUS,Mercedes,5.0,3.0,3,Finished,15.0,2025,Miami Grand Prix,6,Finished
VER,Red Bull Racing,1.0,4.0,4,Finished,12.0,2025,Miami Grand Prix,6,Finished
ALB,Williams,7.0,5.0,5,Finished,10.0,2025,Miami Grand Prix,6,Finished
ANT,Mercedes,3.0,6.0,6,Finished,8.0,2025,Miami Grand Prix,6,Finished
LEC,Ferrari,8.0,7.0,7,Finished,6.0,2025,Miami Grand Prix,6,Finished
HAM,Ferrari,12.0,8.0,8,Finished,4.0,2025,Miami Grand Prix,6,Finished
SAI,Williams,6.0,9.0,9,Finished,2.0,2025,Miami Grand Prix,6,Finished
TSU,Red Bull Racing,10.0,10.0,10,Finished,1.0,2025,Miami Grand Prix,6,Finished
HAD,Racing Bulls,11.0,11.0,11,Finished,0.0,2025,Miami Grand Prix,6,Finished
OCO,Haas F1 Team,9.0,12.0,12,Finished,0.0,2025,Miami Grand Prix,6,Finished
GAS,Alpine,20.0,13.0,13,Finished,0.0,2025,Miami Grand Prix,6,Finished
